,City,State,Type,Population [2011],Sex Ratio,Median Age,Avg Temp,SWM,Toilets Avl,Water Purity,H Index,Female Population,# of hospitals,Foreign Visitors,Covid Cases
179,Arrah,Bihar,CT,261099.0,923.0,25.0,31.0,HIGH,118.0,184.0,0.9385062139035901,240994.0,84.0,1474969.0,9221
180,Anantapur,Andhra Pradesh,CT,261004.0,882.0,24.0,39.0,LOW,140.0,105.0,0.3272639146200187,230206.0,85.0,1474969.0,8459
181,Karimnagar,Telangana,CT,260899.0,929.0,27.0,27.0,MEDIUM,135.0,148.0,0.23080029864832652,242375.0,95.0,1474969.0,6245
182,Etawah,Uttar Pradesh,CT,256838.0,885.0,27.0,27.0,LOW,104.0,183.0,0.1101370574240137,227302.0,97.0,1474969.0,2887
183,Ambarnath,Maharashtra,CT,254003.0,871.0,25.0,37.0,MEDIUM,101.0,164.0,0.2509353848201282,221237.0,99.0,1474969.0,8701
184,North Dumdum,West Bengal,CT,253625.0,951.0,27.0,33.0,HIGH,139.0,151.0,0.20217857624949842,241197.0,52.0,1474969.0,10261
185,Bharatpur,Rajasthan,CT,252109.0,865.0,24.0,40.0,LOW,122.0,138.0,0.5548756228152546,218074.0,57.0,1474969.0,3877
186,Begusarai,Bihar,CT,251136.0,928.0,24.0,31.0,MEDIUM,101.0,112.0,0.3017614723073516,233054.0,97.0,1474969.0,8901
187,New Delhi,Delhi,CT,249998.0,876.0,23.0,40.0,HIGH,100.0,113.0,0.7391317520912364,218998.0,68.0,1474969.0,8051
188,Gandhidham,Gujarat,CT,248705.0,870.0,29.0,30.0,HIGH,119.0,107.0,0.2647456319129481,216373.0,94.0,1474969.0,10082
189,Baranagar,West Bengal,CT,248466.0,958.0,25.0,33.0,MEDIUM,107.0,193.0,0.0766560149621065,238030.0,78.0,1474969.0,9571
190,Tiruvottiyur,Tamil Nadu,CT,248059.0,905.0,29.0,28.0,MEDIUM,141.0,187.0,0.052000097803643786,224493.0,100.0,1474969.0,10488
191,Pondicherry,Puducherry,CT,241773.0,1042.0,24.0,25.0,HIGH,118.0,187.0,0.6370988650556908,251927.0,50.0,1474969.0,9995
192,Sikar,Rajasthan,CT,237579.0,858.0,25.0,37.0,MEDIUM,149.0,116.0,0.6013508193541479,203843.0,63.0,1474969.0,2962
193,Thoothukudi,Tamil Nadu,CT,237374.0,915.0,24.0,25.0,MEDIUM,116.0,184.0,0.9620446775717995,217197.0,68.0,1474969.0,8776
194,Rewa,Madhya Pradesh,CT,235422.0,929.0,23.0,33.0,LOW,144.0,123.0,0.42118120242155355,218707.0,72.0,1474969.0,1021
195,Mirzapur,Uttar Pradesh,CT,233691.0,861.0,28.0,33.0,MEDIUM,130.0,118.0,0.5100630941353476,201208.0,67.0,1474969.0,1945
196,Raichur,Karnataka,CT,232456.0,938.0,24.0,34.0,LOW,107.0,177.0,0.856074149430339,218044.0,80.0,1474969.0,9096
197,Pali,Rajasthan,CT,229956.0,863.0,24.0,34.0,LOW,116.0,132.0,0.3667135554826817,198452.0,99.0,1474969.0,4459
198,Ramagundam,Telangana,CT,229644.0,918.0,26.0,31.0,MEDIUM,142.0,190.0,0.10579834854502224,210813.0,77.0,1474969.0,9538
199,Silchar,Assam,CT,229136.0,901.0,26.0,8.0,MEDIUM,106.0,193.0,0.7140268055610168,206452.0,54.0,1474969.0,9361
200,Haridwar,Uttarakhand,CT,228832.0,842.0,27.0,5.0,HIGH,126.0,178.0,0.6438094704707658,192677.0,93.0,1474969.0,5989
201,Vijayanagaram,Andhra Pradesh,CT,228025.0,894.0,28.0,32.0,HIGH,124.0,155.0,0.4568089870803209,203854.0,89.0,1474969.0,10003
202,Tenali,Andhra Pradesh,CT,225982.0,896.0,29.0,38.0,LOW,123.0,167.0,0.11282175650670268,202480.0,94.0,1474969.0,10383
203,Nagercoil,Tamil Nadu,CT,224849.0,911.0,28.0,27.0,LOW,129.0,188.0,0.6328853289359032,204837.0,83.0,1474969.0,10193
204,Sri Ganganagar,Rajasthan,CT,224773.0,850.0,23.0,30.0,HIGH,149.0,135.0,0.43680371658006645,191057.0,83.0,1474969.0,7812
205,Karawal Nagar,Delhi,CT,224666.0,850.0,23.0,38.0,MEDIUM,148.0,112.0,0.13828539325379396,190966.0,77.0,1474969.0,7812
206,Mango,Jharkhand,CT,223805.0,905.0,28.0,35.0,MEDIUM,149.0,180.0,0.12232001506345758,202544.0,78.0,1474969.0,10126
207,Thanjavur,Tamil Nadu,CT,222943.0,907.0,25.0,30.0,HIGH,144.0,177.0,0.3657353785290848,202209.0,66.0,1474969.0,7906
208,Bulandshahr,Uttar Pradesh,CT,222519.0,864.0,25.0,39.0,LOW,110.0,100.0,0.09145206884979284,192256.0,95.0,1474969.0,2797
209,Uluberia,West Bengal,CT,222240.0,947.0,26.0,39.0,HIGH,120.0,173.0,0.8550205614611013,210461.0,62.0,1474969.0,9840
210,Katni,Madhya Pradesh,CT,221883.0,914.0,25.0,31.0,MEDIUM,107.0,173.0,0.9991114072998988,202801.0,83.0,1474969.0,571
211,Sambhal,Uttar Pradesh,CT,220813.0,891.0,23.0,30.0,LOW,113.0,123.0,0.4634285291050563,196744.0,79.0,1474969.0,1845
212,Singrauli,Madhya Pradesh,CT,220257.0,922.0,27.0,33.0,HIGH,100.0,197.0,0.1750121393607046,203077.0,50.0,1474969.0,438
213,Nadiad,Gujarat,CT,218095.0,866.0,26.0,37.0,HIGH,124.0,113.0,0.646468196780841,188870.0,98.0,1474969.0,8997
214,Secunderabad,Telangana,CT,217910.0,934.0,26.0,27.0,LOW,115.0,197.0,0.43754163600731344,203528.0,74.0,1474969.0,9705
215,Naihati,West Bengal,CT,217900.0,955.0,26.0,38.0,HIGH,110.0,111.0,0.7547688421278006,208095.0,72.0,1474969.0,9923
216,Yamunanagar,Haryana,CT,216677.0,843.0,24.0,27.0,MEDIUM,115.0,186.0,0.29830118478783985,182659.0,99.0,1474969.0,2601
217,Bidhannagar,West Bengal,CT,215514.0,951.0,26.0,28.0,MEDIUM,119.0,150.0,0.6627313982786793,204954.0,56.0,1474969.0,9881
218,Pallavaram,Tamil Nadu,CT,215417.0,917.0,24.0,38.0,LOW,113.0,180.0,0.631001973210492,197537.0,74.0,1474969.0,8795
219,Bidar,Karnataka,CT,214373.0,922.0,25.0,31.0,MEDIUM,102.0,137.0,0.9170534089551583,197652.0,82.0,1474969.0,5261
220,Munger,Bihar,CT,213303.0,918.0,25.0,39.0,LOW,114.0,129.0,0.3309083869735492,195812.0,72.0,1474969.0,9171
221,Panchkula,Haryana,CT,211355.0,839.0,27.0,36.0,HIGH,135.0,135.0,0.2391046483498488,177327.0,70.0,1474969.0,3632
222,Burhanpur,Madhya Pradesh,CT,210886.0,918.0,27.0,27.0,HIGH,138.0,107.0,0.7540460530569465,193593.0,79.0,1474969.0,595
223,Raurkela Industrial Township,Odisha,CT,210317.0,962.0,27.0,29.0,MEDIUM,121.0,184.0,0.5091434381951006,202325.0,79.0,1474969.0,10380
224,Kharagpur,West Bengal,CT,207604.0,961.0,29.0,31.0,HIGH,150.0,161.0,0.33338388608097214,199507.0,92.0,1474969.0,11137
225,Dindigul,Tamil Nadu,CT,207327.0,908.0,23.0,26.0,LOW,132.0,176.0,0.08429693521260972,188253.0,50.0,1474969.0,7681
226,Gandhinagar,Gujarat,CT,206167.0,845.0,29.0,35.0,LOW,127.0,129.0,0.7157803267297896,174211.0,74.0,1474969.0,9792
227,Hospet,Karnataka,CT,206167.0,921.0,29.0,40.0,HIGH,100.0,109.0,0.18632705316785692,189880.0,87.0,1474969.0,10673
228,Nangloi Jat,Delhi,CT,205596.0,874.0,28.0,27.0,LOW,102.0,197.0,0.3162285010107426,179691.0,51.0,1474969.0,9779
229,Malda,West Bengal,CT,205521.0,955.0,27.0,35.0,HIGH,137.0,117.0,0.6456890952980044,196273.0,92.0,1474969.0,5368
230,Ongole,Andhra Pradesh,CT,204746.0,925.0,29.0,33.0,HIGH,132.0,181.0,0.4312254169669394,189390.0,76.0,1474969.0,10720
231,Deoghar,Jharkhand,CT,203123.0,897.0,25.0,29.0,MEDIUM,110.0,141.0,0.3425474852606004,182201.0,92.0,1474969.0,1689
232,Chapra,Bihar,CT,202352.0,926.0,27.0,38.0,LOW,138.0,113.0,0.6721947872039118,187378.0,72.0,1474969.0,9991
233,Haldia,West Bengal,CT,200827.0,945.0,25.0,28.0,MEDIUM,124.0,111.0,0.768494534370252,189782.0,58.0,1474969.0,9441
234,Khandwa,Madhya Pradesh,CT,200738.0,923.0,24.0,32.0,HIGH,125.0,193.0,0.8997172896659804,185281.0,88.0,1474969.0,1121
235,Nandyal,Andhra Pradesh,CT,200516.0,920.0,25.0,31.0,LOW,121.0,181.0,0.6908459377215505,184475.0,99.0,1474969.0,9191
236,Morena,Madhya Pradesh,CT,200482.0,922.0,26.0,28.0,LOW,119.0,156.0,0.6676947399343616,184844.0,92.0,1474969.0,2220
237,Amroha,Uttar Pradesh,CT,198471.0,881.0,26.0,40.0,MEDIUM,120.0,173.0,0.6248430899930243,174853.0,51.0,1474969.0,2081
238,Anand,Gujarat,CT,198282.0,852.0,26.0,38.0,LOW,104.0,105.0,0.8945377294003906,168936.0,89.0,1474969.0,8852
239,Bhind,Madhya Pradesh,CT,197585.0,928.0,24.0,29.0,HIGH,136.0,163.0,0.33170176353696634,183359.0,53.0,1474969.0,677
240,Bhalswa Jahangir Pur,Delhi,CT,197148.0,868.0,28.0,33.0,HIGH,138.0,164.0,0.07979568338236709,171124.0,95.0,1474969.0,9712
241,Madhyamgram,West Bengal,CT,196127.0,945.0,25.0,37.0,LOW,148.0,191.0,0.9553893469035195,185340.0,50.0,1474969.0,9441
242,Bhiwani,Haryana,CT,196057.0,826.0,27.0,40.0,MEDIUM,136.0,145.0,0.9777042103552799,161943.0,99.0,1474969.0,8911
243,Berhampore,West Bengal,CT,195223.0,958.0,29.0,29.0,MEDIUM,150.0,105.0,0.2283098957010058,187024.0,50.0,1474969.0,11103
244,Ambala,Haryana,CT,195153.0,822.0,24.0,33.0,HIGH,106.0,116.0,0.05375761046141736,160416.0,72.0,1474969.0,7883
245,Morbi,Gujarat,CT,194947.0,871.0,26.0,39.0,HIGH,116.0,152.0,0.8094308926926689,169799.0,97.0,284973.0,9049
246,Fatehpur,Uttar Pradesh,CT,193193.0,871.0,25.0,33.0,LOW,138.0,112.0,0.37842517654205043,168271.0,94.0,3104060.0,1692
247,Raebareli,Uttar Pradesh,CT,191316.0,883.0,26.0,29.0,MEDIUM,127.0,179.0,0.45025594418881154,168932.0,96.0,3104060.0,9174
248,"Khora, Ghaziabad",Uttar Pradesh,CT,190400.0,882.0,23.0,29.0,MEDIUM,134.0,150.0,0.17354031180416618,167933.0,68.0,3104060.0,8107
249,Chittoor,Andhra Pradesh,CT,189332.0,881.0,25.0,27.0,LOW,107.0,115.0,0.916722679482143,166801.0,58.0,237854.0,8801
250,Bhusawal,Maharashtra,CT,187421.0,886.0,26.0,36.0,HIGH,102.0,171.0,0.1795272976805916,166055.0,89.0,4408916.0,9205
251,Orai,Uttar Pradesh,CT,187137.0,891.0,27.0,30.0,LOW,122.0,161.0,0.8433039173034728,166739.0,84.0,3104060.0,9613
252,Bahraich,Uttar Pradesh,CT,186223.0,885.0,24.0,40.0,LOW,129.0,113.0,0.49087869889368363,164807.0,84.0,3104060.0,2473
253,Phusro,Jharkhand,CT,186139.0,906.0,27.0,35.0,LOW,113.0,195.0,0.04470290648907749,168642.0,62.0,167785.0,9775
254,Vellore,Tamil Nadu,CT,185803.0,923.0,26.0,33.0,HIGH,130.0,129.0,0.30459058357846513,171496.0,58.0,4684707.0,12234
255,Mehsana,Gujarat,CT,184991.0,847.0,26.0,25.0,LOW,131.0,128.0,0.9317180372422066,156687.0,97.0,284973.0,8800
256,Raiganj,West Bengal,CT,183612.0,948.0,28.0,25.0,MEDIUM,103.0,171.0,0.8152319885942749,174064.0,63.0,1489500.0,10608
257,Sirsa,Haryana,CT,182534.0,825.0,27.0,40.0,HIGH,148.0,119.0,0.9364157322534391,150591.0,61.0,303118.0,8901
258,Danapur,Bihar,CT,182429.0,913.0,26.0,34.0,MEDIUM,140.0,185.0,0.15818270606893026,166558.0,97.0,923737.0,9486
259,Serampore,West Bengal,CT,181842.0,948.0,26.0,32.0,MEDIUM,118.0,167.0,0.03823877241719997,172386.0,83.0,1489500.0,9850
260,Sultan Pur Majra,Delhi,CT,181554.0,870.0,24.0,30.0,HIGH,117.0,129.0,0.34608855042639475,157952.0,90.0,2379169.0,8344
261,Guna,Madhya Pradesh,CT,180935.0,935.0,29.0,38.0,LOW,145.0,168.0,0.8063950083818077,169174.0,67.0,421365.0,428
262,Jaunpur,Uttar Pradesh,CT,180362.0,884.0,28.0,38.0,MEDIUM,101.0,200.0,0.856761967086495,159440.0,86.0,3104060.0,4236
263,Panvel,Maharashtra,CT,180020.0,885.0,23.0,30.0,HIGH,96.0,150.5082508250825,0.3974956643772001,159318.0,55.0,4408916.0,8134
264,Shivpuri,Madhya Pradesh,CT,179977.0,934.0,26.0,32.0,LOW,96.0,150.5082508250825,0.8119577490789806,168099.0,74.0,421365.0,1450
265,Surendranagar Dudhrej,Gujarat,CT,177851.0,871.0,23.0,28.0,MEDIUM,96.0,150.5082508250825,0.1575037568987372,154908.0,95.0,284973.0,8005
266,Unnao,Uttar Pradesh,CT,177658.0,861.0,23.0,26.0,LOW,96.0,150.5082508250825,0.02111268327607807,152964.0,55.0,3104060.0,2713
267,Chinsurah,West Bengal,CT,177259.0,948.0,28.0,38.0,LOW,96.0,150.5082508250825,0.19941252673776855,168042.0,58.0,1489500.0,10608
268,Alappuzha,Kerala,CT,174164.0,969.0,30.0,29.0,HIGH,96.0,150.5082508250825,0.6416945009524329,168765.0,75.0,977479.0,7308
269,Kottayam,Kerala,CT,172878.0,983.0,32.0,32.0,LOW,96.0,150.5082508250825,0.9541238369852031,169939.0,65.0,977479.0,5611
270,Machilipatnam,Andhra Pradesh,CT,169892.0,890.0,28.0,33.0,HIGH,96.0,150.5082508250825,0.1327121762798803,151204.0,91.0,237854.0,9958
271,Shimla,Himachal Pradesh,CT,169578.0,937.0,28.0,13.0,MEDIUM,96.0,150.5082508250825,0.3855150552141311,158895.0,85.0,406108.0,10485
272,Adoni,Andhra Pradesh,CT,166537.0,896.0,26.0,40.0,LOW,96.0,150.5082508250825,0.34538097864236783,149217.0,88.0,237854.0,9309
273,Udupi,Karnataka,CT,165401.0,930.0,28.0,29.0,HIGH,96.0,150.5082508250825,0.7728129550515567,153823.0,83.0,636502.0,13751
274,Katihar,Bihar,CT,164937.0,912.0,24.0,37.0,LOW,96.0,150.5082508250825,0.6770359025943088,150423.0,68.0,923737.0,8747
275,Proddatur,Andhra Pradesh,CT,163600.0,878.0,25.0,40.0,HIGH,96.0,150.5082508250825,0.6714012060902019,143641.0,80.0,237854.0,8771
276,Mahbubnagar,Telangana,CT,158000.0,922.0,28.0,33.0,HIGH,96.0,150.5082508250825,0.1828360440954565,145676.0,79.0,126078.0,10317
277,Kallakurichi,Tamil Nadu,M,157628.0,917.0,27.0,30.0,LOW,96.0,150.5082508250825,0.31273693257858937,144545.0,67.0,4684707.0,7521
278,Saharsa,Bihar,CT,155175.0,907.0,24.0,35.0,LOW,96.0,150.5082508250825,0.5926349845895704,140744.0,74.0,923737.0,8699
279,Dibrugarh,Assam,CT,154296.0,916.0,23.0,15.0,MEDIUM,96.0,150.5082508250825,0.3128407221606555,141335.0,53.0,24720.0,8419
280,Jorhat,Assam,CT,153889.0,917.0,29.0,13.0,HIGH,112.0,131.0,0.9418212893959361,141116.0,81.0,24720.0,10627
281,Hazaribagh,Jharkhand,CT,153599.0,911.0,27.0,31.0,LOW,139.0,115.0,0.8239407182097587,139929.0,91.0,167785.0,9829
282,Hindupur,Andhra Pradesh,CT,151835.0,888.0,23.0,36.0,HIGH,125.0,174.0,0.006412195407394128,134829.0,61.0,237854.0,8162
283,Khairthal,Rajasthan,M,150298.0,874.0,29.0,27.0,MEDIUM,115.0,134.0,0.5157569972258523,131360.0,82.0,1475311.0,10128
284,Medinipur,West Bengal,M,149769.0,953.0,25.0,30.0,MEDIUM,149.0,138.0,0.7495473604993019,142730.0,63.0,1489500.0,9521
285,Nagaon,Assam,CT,148496.0,882.0,25.0,9.0,LOW,103.0,115.0,0.9452625264533244,130973.0,91.0,24720.0,8811
286,Sasaram,Bihar,CT,147396.0,918.0,26.0,32.0,HIGH,144.0,169.0,0.03604758717671541,135310.0,89.0,923737.0,9538
287,Hajipur,Bihar,CT,147688.0,926.0,27.0,25.0,LOW,124.0,133.0,0.4978463301016902,136239.0,96.0,923737.0,9991
288,Kumbakonam,Tamil Nadu,CT,140156.0,919.0,28.0,28.0,LOW,134.0,133.0,0.6788584757272464,128711.0,88.0,4684707.0,10283
289,Bongaigaon,Assam,CT,100826.0,911.0,29.0,6.0,MEDIUM,128.0,172.0,0.949643267448845,127221.0,55.0,24720.0,10557
290,Dehri,Bihar,CT,137231.0,907.0,25.0,31.0,HIGH,112.0,102.0,0.8883081048541243,124321.0,83.0,923737.0,9061
291,Siwan,Bihar,CT,182311.0,925.0,27.0,35.0,MEDIUM,128.0,200.0,0.9212761346144379,124374.0,87.0,923737.0,9980
292,Bettiah,Bihar,CT,132209.0,930.0,28.0,37.0,LOW,104.0,129.0,0.5694256726988633,123593.0,59.0,923737.0,10406
293,Ramgarh,Jharkhand,CT,132441.0,897.0,28.0,35.0,MEDIUM,127.0,153.0,0.6352643551408104,118800.0,51.0,167785.0,10036
294,Tinsukia,Assam,CT,126389.0,899.0,23.0,6.0,HIGH,102.0,137.0,0.3298866064978434,113624.0,52.0,24720.0,8263
295,Guntakal,Andhra Pradesh,CT,126270.0,928.0,29.0,37.0,MEDIUM,137.0,138.0,0.26227692767266964,117179.0,52.0,237854.0,10754
296,Srikakulam,Andhra Pradesh,CT,125939.0,885.0,23.0,26.0,HIGH,148.0,181.0,0.21771413259086625,111456.0,77.0,237854.0,8134
297,Motihari,Bihar,CT,125183.0,916.0,25.0,38.0,HIGH,150.0,145.0,0.1777675209701124,114668.0,67.0,923737.0,9151
298,Phagwara,Punjab,M.Corp,122302.0,872.0,24.0,35.0,MEDIUM,128.0,194.0,0.4961037407278821,106647.0,100.0,242367.0,8363
299,Dharmavaram,Andhra Pradesh,CT,121874.0,889.0,25.0,39.0,MEDIUM,112.0,129.0,0.6084283407095309,108346.0,96.0,237854.0,8881
300,Medininagar,Jharkhand,CT,120325.0,897.0,23.0,29.0,LOW,103.0,127.0,0.004921502152944401,107932.0,71.0,167785.0,8244
301,Gudivada,Andhra Pradesh,CT,118167.0,890.0,24.0,33.0,LOW,101.0,125.0,0.7355046617575739,105169.0,99.0,237854.0,8536
302,Phagwara,Punjab,CT,117966.0,874.0,27.0,33.0,HIGH,139.0,178.0,0.3867682755880981,103102.0,62.0,242367.0,9430
303,Hosur,Tamil Nadu,CT,116821.0,904.0,29.0,34.0,MEDIUM,142.0,182.0,0.847106798064998,105606.0,71.0,4684707.0,10476
304,Narasaraopet,Andhra Pradesh,CT,116250.0,902.0,26.0,28.0,LOW,134.0,184.0,0.4508572501324344,104858.0,90.0,237854.0,9372
305,Suryapet,Telangana,CT,115250.0,917.0,25.0,31.0,MEDIUM,144.0,150.0,0.7740832369957849,105684.0,58.0,126078.0,3148
306,Miryalaguda,Telangana,CT,109891.0,937.0,23.0,35.0,MEDIUM,140.0,110.0,0.02100040801027736,102968.0,54.0,126078.0,8612
307,Tadipatri,Andhra Pradesh,CT,108171.0,899.0,23.0,29.0,HIGH,116.0,178.0,0.6846813858784454,97246.0,52.0,237854.0,8263
308,Karaikudi,Tamil Nadu,CT,106714.0,916.0,26.0,36.0,HIGH,141.0,143.0,0.8969858549315026,97750.0,88.0,4684707.0,9517
309,Kishanganj,Bihar,CT,105782.0,922.0,24.0,32.0,MEDIUM,105.0,181.0,0.6627495617788541,97531.0,62.0,923737.0,8843
310,Jamalpur,Bihar,CT,105221.0,903.0,23.0,30.0,LOW,107.0,119.0,0.7805081556010546,95015.0,74.0,923737.0,8300
311,Ballia,Uttar Pradesh,CT,104271.0,869.0,28.0,38.0,HIGH,101.0,120.0,0.265044215522649,90611.0,84.0,3104060.0,4764
312,Kavali,Andhra Pradesh,CT,104000.0,895.0,24.0,26.0,MEDIUM,145.0,174.0,0.7940263373422541,93080.0,69.0,237854.0,8584
313,Tadepalligudem,Andhra Pradesh,CT,103906.0,879.0,29.0,37.0,HIGH,125.0,188.0,0.6508181410379221,91333.0,97.0,237854.0,10186
314,Amaravati,Andhra Pradesh,CT,103000.0,875.0,28.0,29.0,HIGH,120.0,169.0,0.5188600491796622,90125.0,80.0,237854.0,9790
315,Buxar,Bihar,CT,102591.0,916.0,27.0,29.0,HIGH,109.0,108.0,0.8160351949258918,93973.0,56.0,923737.0,9883
316,Tezpur,Assam,CT,102505.0,904.0,29.0,8.0,MEDIUM,104.0,110.0,0.5105824051730303,92665.0,60.0,24720.0,10476
317,Jehanabad,Bihar,CT,102456.0,919.0,28.0,33.0,MEDIUM,145.0,156.0,0.27021929972533,94157.0,51.0,923737.0,10283
318,Aurangabad,Bihar,CT,101520.0,903.0,25.0,31.0,MEDIUM,122.0,130.0,0.4306652845108647,91673.0,60.0,923737.0,27667
319,Gangtok,Sikkim,CT,100286.0,889.0,23.0,31.0,LOW,103.0,170.0,0.12044791307048353,89154.0,92.0,38479.0,8171
320,Tirur,Kerala,M,100058.0,963.0,29.0,36.0,MEDIUM,59.0,170.0,0.9575386788400921,96356.0,22.0,977479.0,2790
321,Port Blair,Andaman and Nicobar Islands,MCl,99984.0,876.0,29.0,31.0,HIGH,90.0,148.0,0.8528718996581349,87586.0,15.0,14674.0,2538
322,Lakhisarai,Bihar,NP,99979.0,901.0,28.0,32.0,MEDIUM,96.0,104.0,0.7040889442847489,90081.0,27.0,923737.0,2520
323,Panaji,Goa,UA,99677.0,982.0,30.0,29.0,MEDIUM,99.0,126.0,0.7301565350987353,97883.0,10.0,541480.0,2943
324,Tinsukia,Assam,MB,99448.0,915.0,25.0,8.0,MEDIUM,96.0,184.0,0.2643966230285628,90995.0,15.0,24720.0,2285
325,Itarsi,Madhya Pradesh,M,99329.0,923.0,27.0,33.0,LOW,96.0,178.0,0.7531537187696572,91681.0,16.0,421365.0,2490
326,Kohima,Nagaland,MC,99039.0,926.0,25.0,11.0,HIGH,92.0,109.0,0.9480553277633001,91710.0,13.0,2769.0,1531
327,Balangir,Odisha,M,98238.0,992.0,26.0,31.0,MEDIUM,99.0,108.0,0.8524931099892271,93031.0,27.0,66971.0,2676
328,Nawada,Bihar,N.Pd,98029.0,939.0,26.0,31.0,MEDIUM,75.0,172.0,0.7693725951379232,89402.0,20.0,923737.0,2551
329,Jharsuguda,Odisha,M,97730.0,1057.0,26.0,31.0,HIGH,56.0,153.0,0.48067007300123665,92844.0,14.0,66971.0,2276
330,Gadwal,Telangana,M,96877.0,972.0,26.0,31.0,MEDIUM,92.0,131.0,0.25136171539597185,89805.0,30.0,126078.0,2686
331,Jagtial,Telangana,M,96470.0,1005.0,26.0,31.0,HIGH,70.0,143.0,0.65264164166359,89910.0,13.0,126078.0,2797
332,Viluppuram,Tamil Nadu,M,96253.0,987.0,26.0,31.0,LOW,87.0,116.0,0.424913995736939,88264.0,30.0,4684707.0,8990
333,Amalner,Maharashtra,MCl,95994.0,881.0,28.0,35.0,MEDIUM,94.0,149.0,0.4775459470494109,84571.0,10.0,4408916.0,2464
334,Zirakpur,Punjab,MCl,95553.0,878.0,24.0,28.0,MEDIUM,53.0,141.0,0.6093820261564824,83896.0,30.0,242367.0,2105
335,Tanda,Uttar Pradesh,MB,95516.0,861.0,24.0,27.0,HIGH,56.0,176.0,0.7276412157297338,82239.0,14.0,3104060.0,2064
336,Tiruchengode,Tamil Nadu,M,95335.0,917.0,26.0,35.0,LOW,88.0,198.0,0.03967045442607853,87422.0,15.0,4684707.0,2382
337,Nagina,Uttar Pradesh,NPP,95246.0,872.0,24.0,37.0,HIGH,90.0,193.0,0.5049940591048765,83055.0,12.0,3104060.0,2091
338,Yemmiganur,Andhra Pradesh,M,95149.0,904.0,25.0,36.0,HIGH,52.0,193.0,0.6213723945116896,86015.0,27.0,237854.0,2258
339,Vaniyambadi,Tamil Nadu,M,95061.0,913.0,24.0,38.0,HIGH,84.0,166.0,0.1969652994788249,86791.0,28.0,4684707.0,2189
340,Sarni,Madhya Pradesh,M,95012.0,926.0,24.0,34.0,MEDIUM,83.0,173.0,0.33912043651595447,87981.0,16.0,421365.0,2220
341,Theni Allinagaram,Tamil Nadu,M,94453.0,923.0,23.0,40.0,HIGH,66.0,189.0,0.4259484077386425,87180.0,30.0,4684707.0,2121
342,Margao,Goa,UA,94383.0,973.0,31.0,33.0,HIGH,88.0,188.0,0.6540637430077699,91835.0,18.0,541480.0,3014
343,Akot,Maharashtra,MCl,92637.0,886.0,29.0,37.0,LOW,69.0,187.0,0.10821499168421234,82076.0,30.0,4408916.0,2567
344,Sehore,Madhya Pradesh,UA,92518.0,935.0,24.0,38.0,HIGH,70.0,118.0,0.39432108105215735,86504.0,30.0,421365.0,947
345,Mhow Cantonment,Madhya Pradesh,UA,92364.0,913.0,26.0,33.0,MEDIUM,97.0,121.0,0.07547211674462784,84328.0,25.0,421365.0,2372
346,Kot Kapura,Punjab,MCl,91979.0,871.0,29.0,28.0,LOW,83.0,125.0,0.5086080646090129,80114.0,17.0,242367.0,2523
347,Makrana,Rajasthan,UA,91853.0,865.0,26.0,30.0,MEDIUM,73.0,107.0,0.009398606889675643,79453.0,15.0,1475311.0,2247
348,Pandharpur,Maharashtra,MCl,91379.0,885.0,25.0,35.0,LOW,88.0,156.0,0.6235028993916439,80870.0,12.0,4408916.0,2210
349,Udhagamandalam,Tamil Nadu,M,88430.0,918.0,29.0,27.0,HIGH,62.0,178.0,0.028635292958821168,81179.0,16.0,4684707.0,2660
350,Shikohabad,Uttar Pradesh,MB,88161.0,871.0,26.0,35.0,HIGH,78.0,182.0,0.45691575365037784,76788.0,15.0,3104060.0,2262
351,Jhumri Tilaiya,Jharkhand,NP,87867.0,902.0,26.0,37.0,HIGH,52.0,147.0,0.9035487490063274,79256.0,23.0,167785.0,2343
352,Aruppukkottai,Tamil Nadu,M,87722.0,902.0,28.0,25.0,MEDIUM,91.0,103.0,0.2631130137036659,79125.0,23.0,4684707.0,2523
353,Ponnani,Kerala,M,87495.0,974.0,31.0,25.0,MEDIUM,63.0,182.0,0.13020802330820225,85220.0,24.0,977479.0,3017
354,Jamui,Bihar,NP,87357.0,909.0,27.0,26.0,LOW,80.0,158.0,0.36850973644238616,79408.0,18.0,923737.0,2452
355,Sitamarhi,Bihar,UA,87279.0,922.0,28.0,38.0,HIGH,67.0,197.0,0.7124902755938394,80471.0,29.0,923737.0,2579
356,Chirala,Andhra Pradesh,M,87200.0,896.0,28.0,34.0,HIGH,76.0,195.0,0.7694523862247499,78131.0,10.0,237854.0,2506
357,Anjar,Gujarat,M,87183.0,853.0,28.0,40.0,LOW,91.0,141.0,0.20660480196738928,74367.0,18.0,284973.0,2386
358,Karaikal,Puducherry,M,86838.0,1036.0,26.0,25.0,LOW,100.0,150.5082508250825,0.4988285623183961,89964.16799999999,13.0,106153.0,1222
359,Hansi,Haryana,MCl,86770.0,843.0,26.0,31.0,HIGH,87.0,150.5082508250825,0.4988285623183961,73147.11,18.0,303118.0,2190
360,Anakapalle,Andhra Pradesh,M,86519.0,924.0,23.0,37.0,LOW,68.0,150.5082508250825,0.4988285623183961,79943.55600000001,13.0,237854.0,2123
361,Mahasamund,Chhattisgarh,M,85650.0,961.0,23.0,38.0,MEDIUM,66.0,150.5082508250825,0.4988285623183961,82309.65000000001,16.0,6394.0,2208
